City_Name,Longitude,Latitude,Overall_Rank,General_Fund_Reserves_Rank,Debt_Burden_Rank,Liquidity_Rank,Revenue_Trends_Rank,Pension_Obligations_Rank,Pension_Funding_Rank,Pension_Costs_Rank,Future_Pension_Costs_Rank,OPEB_Obligations_Rank,OPEB_Funding_Rank,Overall_Risk,General_Fund_Reserves_Risk,Debt_Burden_Risk,Liquidity_Risk,Revenue_Trends_Risk,Pension_Obligations_Risk,Pension_Funding_Risk,Pension_Costs_Risk,Future_Pension_Costs_Risk,OPEB_Obligations_Risk,OPEB_Funding_Risk,Overall_Points,General_Fund_Reserves_Points,Debt_Burden_Points,Liquidity_Points,Revenue_Trends_Points,Pension_Obligations_Points,Pension_Funding_Points,Pension_Costs_Points,Future_Pension_Costs_Points,OPEB_Obligations_Points,OPEB_Funding_Points,General_Fund_Reserves_Ratio,Debt_Burden_Ratio,Liquidity_Ratio,Revenue_Trends_Ratio,Pension_Obligations_Ratio,Pension_Funding_Ratio,Pension_Costs_Ratio,Future_Pension_Costs_Ratio,OPEB_Obligations_Ratio,OPEB_Funding_Ratio,Population,Unemployment_rate,General_Fund_Cash_and_Investments,General_Fund_Liabilities,Primary_Government_Long_Term_Obligations_Excluding_Retirement_Obligations,Government_Wide_Revenue,Change_GF_Unrestricted_Fund_Balances,GF_Unrestricted_Fund_Balances,GF_Expenditures_Transfers_Out,GF_Unrestricted_FB_PY_PY,GF_Unrestricted_FB_PY,GF_Unrestricted_FB_CY,GF_Rev_PY_PY,GF_Rev_PY,GF_Rev_CY,Net_Pension_Liability_or_Asset,Pension_Related_Debt,Pension_Assets,Accrued_Pension_Liabilities,Actuarially_Determined_Pension_Contributions,Projected_Pension_Contribution,Net_OPEB_Liability_or_Asset
Dunsmuir,-122.271953,41.208209,247,175,115,58,81,303,194,316,296,74,325,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,75.1,16.18,10.5,10,2.63,9.36,3.65,4.17,3.61,10,5,0.41,0.74,2.33,0.01,0.33,0.73,0.03,0.05,NA,NA,1548,0.087,479701,205733,2916671,3959804,0.21,549818,1349078,380576,419134,549818,1474498,1438460,1479662,1316849,0,3795015,5216403,124196,216470,NA
East Palo Alto,-122.141075,37.4688273,402,309,309,58,196,330,275,271,263,74,325,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,93.94,30,15,10,3,9.92,3.8,3.89,3.33,10,5,1.24,0.13,10.54,0.04,0.26,0.76,0.04,0.06,NA,NA,29059,0.089,36402159,3454178,5856936,44243237,0.15,34160120,27571744,26078334,28265699,34160120,29068690,31413952,31043546,11507754,0,38860303,51434924,1976048,2676746,NA
Eastvale,-117.566541,33.9747067,422,309,309,58,347,337,383,408,408,74,325,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,98.33,30,15,10,3.63,10,4.7,5,5,10,5,1.29,0.09,8.88,0.09,0,0.94,0,0,0,1.3,67230,0.086,49160040,5535362,4531352,48218526,0.11,37621726,29087420,30934729,33928911,37621726,28955164,31016881,34169776,51218,0,1108481,1181637,167959,180291,NA
El Cajon,-116.962526,32.7947731,162,249,309,58,196,1,12,13,1,74,254,Moderate,LOW,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,66.48,21.67,15,10,3,0,3.25,1.11,0,10,2.45,0.61,0.2,10.24,0.04,1.69,0.65,0.14,0.22,0.05,0.49,102401,0.121,44067265,4303298,23358025,117055417,0.01,49352900,80447501,48792571,49056683,49352900,74489689,78499111,80530908,197571669,0,379556890,584494140,16468979,25894569,5630201
El Centro,-115.563051,32.792,308,287,61,58,153,273,70,271,355,74,325,Low,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,LOW,LOW,LOW,LOW,82.45,25.6,8.58,10,2.88,8.88,3.45,3.89,4.17,10,5,0.69,0.97,8,0.03,0.39,0.69,0.04,0.03,-0.01,1.36,43601,0.189,22767085,2847375,232937305,239535217,0.08,24190036,35107013,21027649,22680971,24190036,32084395,34970351,34031866,94485411,0,217590255,317200556,10140488,8040098,NA
El Cerrito,-122.301411,37.9154056,6,1,200,17,269,29,36,13,1,74,1,High,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,35.76,0,13.08,3.45,3.25,1.52,3.35,1.11,0,10,0,-0.04,0.43,0.69,0.06,1.31,0.67,0.14,0.21,0.08,0,25403,0.079,9016794,13084273,21651296,50383906,0.1,-1777532,40293805,-2233507,-1707620,-1777532,35783921,39353732,39980730,65832700,0,144548250,214921896,7194477,10390112,3906161
El Monte,-118.036849,34.0751571,38,127,168,58,238,1,383,5,208,7,1,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,LOW,HIGH,MODERATE,MODERATE,HIGH,51.05,13.15,12.25,10,3.13,0,4.7,0.56,2.78,4.48,0,0.34,0.53,2.38,0.05,2.35,0.94,0.16,0.08,0.94,0,112344,0.137,21682185,9094126,63395645,118605024,0.17,26061865,76676238,19665898,19963490,26061865,63266449,68221820,69533196,139337937,139929298,519363157,552784560,18695239,9296961,111199014
El Segundo,-118.4156337,33.917028,73,95,295,58,34,28,12,19,41,74,250,Moderate,MODERATE,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,56.63,10.65,14.74,10,2.25,1.44,3.25,1.39,0.56,10,2.35,0.31,0.23,6.31,-0.02,1.32,0.65,0.13,0.16,0.25,0.47,16289,0.135,26592432,4213460,26450584,116212464,-0.05,23342874,75911548,26642651,29288405,23342874,75913284,80542539,72597874,153431491,0,280248012,433678140,14683811,18706266,29126015
Elk Grove,-121.3716178,38.4087993,309,231,276,58,269,337,375,316,327,74,241,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,82.48,20.08,14.49,10,3.25,10,4.45,4.17,3.89,10,2.15,0.53,0.26,10.74,0.06,0.08,0.89,0.03,0.04,0.06,0.43,177302,0.081,38437265,3580120,46041085,174536361,0.13,44176980,83199433,34575709,39994328,44176980,66168787,70815556,74525732,14729263,0,134771570,150969252,5685740,6759701,10194673
Emeryville,-122.2865266,37.8314089,349,309,309,58,73,191,226,189,263,74,201,Low,LOW,LOW,LOW,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,86.36,30,15,10,2.5,7.2,3.7,3.33,3.33,10,1.3,1.25,0.12,5.66,0,0.6,0.74,0.06,0.06,0.09,0.26,11875,0.048,60382607,10672873,9180808,74306235,0.18,52586262,42016362,38435918,49398505,52586262,45265934,48992281,45146558,44272467,0,92753405,126180958,4529933,4765221,6716421
Encinitas,-117.2919818,33.0369867,176,110,158,58,196,244,275,189,236,74,239,Moderate,MODERATE,MODERATE,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,HIGH,67.77,12.08,12.08,10,3,8.32,3.8,3.33,3.06,10,2.1,0.34,0.55,2.82,0.04,0.46,0.76,0.06,0.07,0.06,0.42,62671,0.07,31466358,11144231,68596557,123917778,0,26750911,79674120,27026004,24155120,26750911,73848258,79187409,79840356,57403268,0,168302186,222185961,7981430,8950315,7006474
Escalon,-120.9966033,37.7974273,334,309,141,58,49,225,94,27,236,74,325,Low,LOW,MODERATE,LOW,HIGH,MODERATE,HIGH,HIGH,MODERATE,LOW,LOW,84.95,30,11.5,10,2.38,7.84,3.5,1.67,3.06,10,5,1.06,0.62,11,-0.01,0.52,0.7,0.12,0.07,NA,NA,7580,0.069,4257370,387017,6972835,11272660,0.14,4198527,3956531,3261292,3861983,4198527,4097898,4075001,4064570,5869565,0,14661017,20834326,1340761,810540,NA
Escondido,-117.0814849,33.1216751,62,52,84,58,153,88,94,61,80,74,325,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,HIGH,HIGH,HIGH,LOW,LOW,55.13,7.02,9.16,10,2.88,4.24,3.5,2.22,1.11,10,5,0.2,0.9,2.51,0.03,0.97,0.7,0.1,0.14,NA,NA,149943,0.089,38727747,15407434,234386427,261797845,-0.01,21651574,107260822,21994712,21578643,21651574,98173842,103530444,104332329,254283709,0,627129561,894233323,27378603,36922309,NA
Exeter,-119.1421,36.2963,152,119,68,58,12,234,275,149,182,74,325,Moderate,MODERATE,MODERATE,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,LOW,LOW,65.57,12.63,8.75,10,1.75,8.08,3.8,3.06,2.5,10,5,0.32,0.95,4.59,-0.06,0.49,0.76,0.07,0.09,NA,NA,10423,0.179,1475856,321439,10328383,10842161,2.29,1415273,4362654,174662,862496,1415273,5105105,4471972,4498487,5266234,0,18348712,24059083,774037,964400,NA
Fairfield,-122.039,38.2494,153,175,172,58,153,88,160,91,80,74,281,Moderate,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,65.84,16.18,12.33,10,2.88,4.24,3.6,2.5,1.11,10,3,0.41,0.52,15.21,0.03,0.97,0.72,0.09,0.14,0,0.6,117580,0.093,42531892,2796473,115260881,221673827,0.29,43662858,105743719,27540380,42367957,43662858,100586928,107497794,106344055,184814533,30605170,498744805,696199910,18898815,30306195,1048130
Farmersville,-119.2073,36.2966,316,309,20,58,406,337,352,316,327,74,325,Low,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,83.74,30,1.83,10,4.75,10,4.1,4.17,3.89,10,5,0.83,1.78,18.65,0.18,0.12,0.82,0.03,0.04,NA,NA,10812,0.171,2635573,141305,20125211,11287173,0.22,3347618,4041498,2343135,2300398,3347618,3527041,4028125,4875718,1388131,0,7219780,8806988,295827,400306,NA
Ferndale,-124.2639,40.5765,257,269,1,58,238,337,402,408,408,74,325,Low,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,76.51,23.38,0,10,3.13,10,5,5,5,10,5,0.63,2.07,7.3,0.05,NA,NA,NA,NA,NA,NA,1362,0.062,482287,66027,4355573,2101882,0.09,650570,1034132,551388,606631,650570,987984,1025921,1078071,NA,NA,NA,NA,NA,NA,NA
Fillmore,-118.918,34.3992,245,309,1,58,302,330,226,316,327,74,1,Low,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,75.06,30,0,10,3.38,9.92,3.7,4.17,3.89,10,0,1.12,2.19,4.92,0.07,0.26,0.74,0.03,0.04,0.05,0,15604,0.056,7472834,1519167,54861212,25073118,0.15,8321068,7432746,6377389,7110976,8321068,7452139,8307531,8587792,6401403,0,19247158,26116211,734457,975062,1169281
Firebaugh,-120.456007,36.8588376,246,309,35,58,12,291,257,230,208,29,1,Low,LOW,HIGH,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,75.08,30,5.83,10,1.75,9.12,3.75,3.61,2.78,8.24,0,0.96,1.3,5.07,-0.06,0.36,0.75,0.05,0.08,0.47,0,7756,0.293,5763795,1136476,12815625,9820768,0.24,4351895,4512767,2958271,4245446,4351895,5230212,4414653,4609546,3496407,0,13501905,17935185,521708,744988,4569422
Folsom,-121.176058,38.6779591,21,39,92,39,109,122,12,91,107,22,164,Moderate,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,45.9,5.56,9.41,7.05,2.75,5.44,3.25,2.5,1.67,7.92,0.35,0.16,0.87,1.41,0.02,0.82,0.65,0.09,0.12,0.51,0.07,82726,0.061,21735687,15419414,164193260,187715937,-0.03,14794190,95402366,17568624,22564444,14794190,78183863,84912443,80946341,154457622,0,301724756,463687171,17445069,22377561,96652252
Fontana,-117.43433,34.0922947,313,309,266,58,153,191,36,189,161,74,1,Low,LOW,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,83.31,30,14.33,10,2.88,7.2,3.35,3.33,2.22,10,0,0.76,0.28,9.29,0.03,0.6,0.67,0.06,0.1,0.25,0,216173,0.092,64466278,6941317,76149162,268182993,0.07,96738353,127910681,85429773,93088159,96738353,108970832,117026544,114893249,161401111,0,358299295,535513755,17061843,26491338,66321967
Fort Bragg,-123.8057607,39.4436579,173,78,246,58,34,261,194,271,263,74,247,Moderate,MODERATE,LOW,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,67.38,9.38,13.91,10,2.25,8.72,3.65,3.89,3.33,10,2.25,0.27,0.33,3.14,-0.02,0.41,0.73,0.04,0.06,0.12,0.45,7222,0.081,709968,225962,8473005,25630018,-0.03,2688536,9824080,2865173,3132756,2688536,9195822,9380928,8877842,9939716,497479,28520174,39198734,1151746,1590495,3187087
Foster City,-122.2688522,37.5600336,272,309,182,58,196,111,51,91,107,74,1,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,78.19,30,12.66,10,3,4.96,3.4,2.5,1.67,10,0,1.22,0.48,13.52,0.04,0.88,0.68,0.09,0.12,0.12,0,32891,0.051,59284326,4384516,43218142,90692670,0.05,58561380,48129216,53371052,55201831,58561380,47828103,53043153,51430326,79456848,0,186418985,276015513,7822805,10811004,11189947
Fountain Valley,-117.9627349,33.7038145,260,309,225,58,109,59,194,91,57,46,201,Low,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,76.76,30,13.49,10,2.75,3.04,3.65,2.5,0.83,9.2,1.3,0.77,0.38,12.87,0.02,1.12,0.73,0.09,0.15,0.35,0.26,55405,0.093,59332549,4611560,34230990,89028190,0.07,45334873,59123576,39940129,44994247,45334873,56357758,61380673,58462708,84889944,14651309,242699298,330995349,8391979,13034645,31388576
Fremont,-121.988571,37.5482697,58,55,196,58,109,83,70,40,57,74,183,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,54.07,7.21,12.99,10,2.75,4,3.45,1.94,0.83,10,0.9,0.21,0.44,3.05,0.02,1,0.69,0.11,0.15,0.21,0.18,234569,0.067,27416248,8975426,172244561,389180841,-0.05,44497304,215881226,49701777,51460496,44497304,195800093,208075729,200959295,390302773,0,896434158,1305542025,41748788,60012072,82735272
Fresno,-119.78483,36.7394421,114,63,39,58,269,337,402,271,408,74,1,Moderate,MODERATE,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,61.84,8.29,6.41,10,3.25,10,5,3.89,5,10,0,0.21,1.23,4.06,0.06,-0.16,1.09,0.04,NA,0.17,0,530267,0.107,61332000,15098000,1077720000,873186000,0.27,75922000,363323000,47943256,66878000,75922000,309433840,332983000,345616000,-244990000,107555000,3027215000,2782225000,38878000,NA,148672000
Fullerton,-117.929416,33.8708215,25,31,283,48,196,29,51,40,1,74,1,Moderate,HIGH,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,47.61,4.82,14.58,8.35,3,1.52,3.4,1.94,0,10,0,0.13,0.25,1.67,0.04,1.31,0.68,0.11,0.18,0.17,0,139921,0.096,17369326,10397486,48019757,190149896,0.09,14175773,105742852,13991792,21088209,14175773,89860226,100526519,97005904,249664639,0,566555548,832417361,20118113,34484966,32850952
Galt,-121.2997,38.2546,266,283,98,58,347,225,116,189,182,74,224,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,77.34,24.94,9.75,10,3.63,7.84,3.55,3.33,2.5,10,1.8,0.71,0.83,7.77,0.09,0.52,0.71,0.06,0.09,0.03,0.36,26551,0.095,10279057,1322939,35824870,43025504,-0.01,10215073,14373229,10427742,9578178,10215073,10472641,11786711,12382539,22428597,0,60683716,85337976,2738556,3694671,1161586
Garden Grove,-117.9463717,33.7746292,154,220,222,58,370,65,24,61,41,74,1,Moderate,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,65.91,19.34,13.41,10,3.88,3.2,3.3,2.22,0.56,10,0,0.49,0.39,5.68,0.11,1.1,0.66,0.1,0.16,0.17,0,171366,0.117,67970116,11970846,102756028,265140233,0.38,62863092,129364797,33146665,50509803,62863092,115196433,129838910,140127431,291898578,0,605765973,915149134,26066730,41374285,45756997
Gardena,-118.2918113,33.8815702,13,36,194,38,81,59,194,40,1,10,160,Moderate,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,HIGH,42.23,5.37,12.91,6.55,2.63,3.04,3.65,1.94,0,5.84,0.3,0.17,0.45,1.31,0.01,1.12,0.73,0.11,0.18,0.77,0.06,58498,0.143,7327214,5601942,41510129,91440344,-0.33,10332214,61786869,23125222,16181081,10332214,53742377,57876408,53652086,102122795,0,290597000,399577444,10513666,16517830,70025290
Gilroy,-121.5631723,37.0065078,41,56,106,58,49,117,94,61,57,74,1,Moderate,MODERATE,MODERATE,LOW,HIGH,MODERATE,HIGH,HIGH,HIGH,LOW,HIGH,51.56,7.26,10.25,10,2.38,5.12,3.5,2.22,0.83,10,0,0.23,0.77,3.14,-0.01,0.86,0.7,0.1,0.15,0.15,0,54831,0.085,14804080,4709683,77625201,100371979,-0.19,14731555,64404591,25475105,27683870,14731555,52992478,56526555,51263681,86172827,0,210062009,301112517,9965224,14908111,14594602
Glendale,-118.2478471,34.1469416,69,70,149,58,34,120,94,123,94,74,1,Moderate,MODERATE,MODERATE,LOW,HIGH,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,55.76,8.81,11.83,10,2.25,5.2,3.5,2.78,1.39,10,0,0.24,0.58,4.9,-0.02,0.85,0.7,0.08,0.13,0.02,0,197747,0.132,122763000,25059000,409410000,702824000,0.07,56313000,230621000,51045000,64786000,56313000,211681000,221138000,206493000,598199000,0,1512228817,2152585254,57711000,91002747,15135000
Glendora,-117.865339,34.1361187,93,66,214,58,388,1,392,271,327,74,1,Moderate,MODERATE,MODERATE,LOW,LOW,HIGH,LOW,LOW,LOW,LOW,HIGH,58.65,8.51,13.33,10,4.13,0,4.9,3.89,3.89,10,0,0.22,0.4,9.5,0.13,1.79,0.98,0.04,0.04,0.15,0,50517,0.105,16534788,1741388,27876444,68983326,0.16,18615378,84724398,14003913,15572367,18615378,30200366,32302025,38293105,59897636,63520000,223232636,226968984,2612748,2979067,10499274
Goleta,-119.8276389,34.4358295,265,183,309,58,153,337,356,354,355,74,1,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,77.32,16.68,15,10,2.88,10,4.15,4.44,4.17,10,0,0.48,0.12,7.12,0.03,0.08,0.83,0.02,0.03,0.06,0,32629,0.063,12729688,1788627,4511590,38911188,-0.03,17203239,35501163,19452278,23965438,17203239,27489791,30001148,28657032,3064002,0,16803058,20340285,843932,1099231,2438474
Gonzales,-121.4444,36.5063,160,64,182,33,81,337,341,316,296,74,325,Moderate,MODERATE,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,66.33,8.31,12.66,5.95,2.63,10,4,4.17,3.61,10,5,0.26,0.48,1.19,0.01,0.19,0.8,0.03,0.05,NA,NA,8237,0.046,1460917,1226581,7529819,15585165,-0.18,1626093,6246787,2424823,2106765,1626093,5480929,5078990,5477690,2984228,0,13768764,17165200,424442,767220,NA
Grand Terrace,-117.313654,34.0339031,86,37,309,57,7,185,94,230,208,74,1,Moderate,HIGH,LOW,LOW,HIGH,MODERATE,HIGH,LOW,MODERATE,LOW,HIGH,58.12,5.39,15,9.55,1.25,7.04,3.5,3.61,2.78,10,0,0.15,0.02,1.91,-0.1,0.62,0.7,0.05,0.08,0.21,0,12692,0.077,5150617,2701395,166133,8236390,0.02,909329,6102891,1334517,2158663,909329,8162060,5866335,6395001,5141928,0,12601316,17966823,383360,654206,1700064
Grass Valley,-121.06292,39.2190607,57,43,225,58,17,46,387,149,161,74,1,Moderate,HIGH,LOW,LOW,HIGH,HIGH,LOW,MODERATE,HIGH,LOW,HIGH,53.92,5.96,13.49,10,1.88,2.56,4.75,3.06,2.22,10,0,0.18,0.38,3.39,-0.05,1.18,0.95,0.07,0.1,0.19,0,12763,0.129,5910655,1746127,12510180,32823895,-0.12,5977432,32331318,9641999,12434411,5977432,15238579,18391267,12890320,20566080,18311000,74902150,79036657,2184697,3415990,6104304
Grover Beach,-120.621837,35.1209452,97,91,32,36,413,219,194,189,182,74,325,Moderate,MODERATE,HIGH,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,58.9,10.26,5,6.4,5,7.76,3.65,3.33,2.5,10,5,0.26,1.4,1.28,0.2,0.53,0.73,0.06,0.09,NA,NA,13325,0.069,2470437,1932810,33897041,24257692,0.59,3183015,12341344,1269091,2210205,3183015,8965580,11126259,12827052,12864738,0,37444299,51336635,1508746,2220219,NA
Guadalupe,-120.5732,34.9716,77,17,309,27,347,328,275,271,296,74,1,Moderate,HIGH,LOW,HIGH,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,57.28,2.76,15,4.75,3.63,9.84,3.8,3.89,3.61,10,0,0.07,0.18,0.95,0.09,0.27,0.76,0.04,0.05,0.04,0,8140,0.058,959897,1011464,2287979,12517343,312.63,343261,4792396,-371989,549,343261,3935042,3874623,4650093,3387991,0,12166919,15949298,457869,656920,470748
Gustine,-120.9988154,37.2577171,159,28,255,58,329,261,160,230,236,74,325,Moderate,HIGH,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,66.31,4.74,14.08,10,3.5,8.72,3.6,3.61,3.06,10,5,0.12,0.31,6.02,0.08,0.41,0.72,0.05,0.07,NA,NA,5709,0.119,1580224,262402,2388113,7680775,1.36,370498,3173816,100790,376638,370498,2346449,2586710,2707070,3171442,0,8906262,12298499,407405,514379,NA
Half Moon Bay,-122.428586,37.4635519,297,234,283,58,34,252,116,230,263,74,325,Low,LOW,LOW,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,81.13,20.33,14.58,10,2.25,8.48,3.55,3.61,3.33,10,5,0.56,0.25,14.02,-0.02,0.44,0.71,0.05,0.06,-0.01,1.35,12513,0.056,9977317,711539,6491033,26162676,0.04,10634152,19009163,9962452,10956264,10634152,16499748,17010347,15924796,11573418,0,30570509,42851226,1205054,1609869,NA
Hawaiian Gardens,-118.074313,33.8284787,337,309,309,58,8,234,275,149,182,46,241,Low,LOW,LOW,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,LOW,HIGH,85.17,30,15,10,1.38,8.08,3.8,3.06,2.5,9.2,2.15,1.1,0.04,15.27,-0.09,0.49,0.76,0.07,0.09,0.35,0.43,13937,0.121,21394612,1401463,724652,20182972,-0.07,20847717,18979517,24184659,23948096,20847717,19096727,19240508,15810718,9829601,0,32155021,42517184,1485483,1730829,6984080
Hawthorne,-118.3426122,33.9128272,163,259,295,58,196,1,397,61,327,8,1,Moderate,LOW,LOW,LOW,MODERATE,HIGH,LOW,HIGH,LOW,MODERATE,HIGH,66.49,22.89,14.74,10,3,0,4.95,2.22,3.89,4.8,0,0.58,0.23,17.66,0.04,2.08,0.99,0.1,0.04,0.9,0,83775,0.151,36683606,2077295,27050798,119815931,0.32,44563186,77263221,26066029,37202338,44563186,77768342,82566298,84423905,118070306,131635000,438111211,442701399,11739946,5119598,107376488
Hayward,-122.080796,37.6688205,45,80,186,58,196,29,5,40,1,74,167,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,52.24,9.44,12.74,10,3,1.52,3.15,1.94,0,10,0.45,0.26,0.47,2.26,0.04,1.31,0.63,0.11,0.19,0.24,0.09,157966,0.104,35631028,15790233,158050145,335985050,0.05,47440273,184125020,43042204,44514298,47440273,170059406,182269528,183535033,440405937,0,784923451,1251992363,36033697,62726129,79274721
Healdsburg,-122.870138,38.6106812,46,23,119,58,109,142,116,149,130,74,1,Moderate,HIGH,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,52.27,4.31,10.66,10,2.75,6,3.55,3.06,1.94,10,0,0.13,0.72,2.25,0.02,0.75,0.71,0.07,0.11,0.02,0,11929,0.053,7290853,3240614,37170649,51527094,-0.11,2358857,18102741,3618811,4607646,2358857,15045501,17138789,15230330,36340001,2467356,96969414,136254483,3824645,5919065,1279607
Hemet,-116.9719684,33.7475203,143,229,309,58,196,68,36,40,41,22,149,Moderate,LOW,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,65.02,19.74,15,10,3,3.36,3.35,1.94,0.56,7.92,0.15,0.5,0.06,4.93,0.04,1.08,0.67,0.11,0.16,0.51,0.03,85161,0.13,24884114,5050989,5201164,94445045,0.86,24927677,49708090,8718787,9433508,24927677,50126989,53902506,53128095,101654350,0,220346661,328682389,10736542,15282418,48021462
Hercules,-122.2885808,38.0171441,219,309,9,58,81,207,194,149,182,74,283,Low,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,72.75,30,0.42,10,2.63,7.44,3.65,3.06,2.5,10,3.05,0.92,1.95,8.53,0.01,0.57,0.73,0.07,0.09,0.06,0.61,26221,0.085,14862379,1743017,57683969,29634786,-0.06,14604600,15888054,16516008,15964731,14604600,16490956,17563562,16479509,17001957,0,48956537,66721286,2158869,2647708,1692423
Hermosa Beach,-118.3992143,33.8637822,148,118,208,58,81,73,160,316,57,74,325,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,MODERATE,LOW,HIGH,LOW,LOW,65.37,12.38,13.24,10,2.63,3.52,3.6,4.17,0.83,10,5,0.32,0.41,4.13,0.01,1.06,0.72,0.03,0.15,-0.01,1.04,18803,0.087,12498576,3023866,18723440,46071488,0.17,12305213,38246545,8925960,10128080,12305213,38341477,41222568,38543290,48986913,0,133461552,184939606,1371749,7093725,NA
Hesperia,-117.3008784,34.4263886,185,142,106,58,302,282,226,271,355,74,1,Moderate,MODERATE,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,68.64,14.21,10.25,10,3.38,9.04,3.7,3.89,4.17,10,0,0.36,0.77,5.3,0.07,0.37,0.74,0.04,0.03,0.06,0,96911,0.111,7350053,1387529,64935275,83903046,0.47,12731274,35354850,6071940,10414097,12731274,33000286,35671658,37398270,31005243,0,48820206,65823213,3558960,2526867,4864443
Hidden Hills,-118.657837,34.164091,403,309,309,58,413,337,402,388,392,74,1,Low,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,94.44,30,15,10,5,10,5,4.72,4.72,10,0,2.75,0.01,8.42,0.25,0.1,1,0.01,0.01,0.11,0,1822,0.152,10981365,1304234,39128,4966540,0.12,10052728,3656713,8029127,9084435,10052728,2820355,3602090,4361976,504959,0,2669327,2673600,56231,38509,566945
Highland,-117.2079,34.1064,295,238,309,58,153,337,275,354,355,74,1,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,81.02,20.73,15,10,2.88,10,3.8,4.44,4.17,10,0,0.59,0.02,14.83,0.03,0.14,0.76,0.02,0.03,0.03,0,55696,0.1,10802684,728516,768904,32619412,-0.02,12898008,21821982,13249803,12893010,12898008,20586134,21391941,21827377,4706642,0,16157005,21196607,669787,912544,911077
Hillsborough,-122.3583,37.552,325,309,129,58,269,244,194,230,208,74,233,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,84.64,30,11.08,10,3.25,8.32,3.65,3.61,2.78,10,1.95,0.89,0.67,6.28,0.06,0.46,0.73,0.05,0.08,0.21,0.39,11527,0.056,33222368,5286656,41150102,61176755,0.03,23788091,26851813,22495369,24220790,23788091,24251711,26913420,26903212,28141927,0,83433604,114169627,3086892,4722990,12575000
